date,datatype,station,value,temp_f,year,month,day
2000-05-24,TAVG,GHCND:USW00094728,68,6.8,2000,5,24
2000-05-25,TAVG,GHCND:USW00094728,67,6.7,2000,5,25
2000-05-26,TAVG,GHCND:USW00094728,68,6.8,2000,5,26
2000-05-27,TAVG,GHCND:USW00094728,62,6.2,2000,5,27
2000-05-28,TAVG,GHCND:USW00094728,62,6.2,2000,5,28
2000-05-29,TAVG,GHCND:USW00094728,59,5.9,2000,5,29
2000-05-30,TAVG,GHCND:USW00094728,57,5.7,2000,5,30
2000-05-31,TAVG,GHCND:USW00094728,60,6.0,2000,5,31
2000-06-01,TAVG,GHCND:USW00094728,72,7.2,2000,6,1
2000-06-02,TAVG,GHCND:USW00094728,80,8.0,2000,6,2
2000-06-03,TAVG,GHCND:USW00094728,68,6.8,2000,6,3
2000-06-04,TAVG,GHCND:USW00094728,67,6.7,2000,6,4
2000-06-05,TAVG,GHCND:USW00094728,64,6.4,2000,6,5
2000-06-06,TAVG,GHCND:USW00094728,55,5.5,2000,6,6
2000-06-07,TAVG,GHCND:USW00094728,61,6.1,2000,6,7
2000-06-08,TAVG,GHCND:USW00094728,70,7.0,2000,6,8
2000-06-09,TAVG,GHCND:USW00094728,77,7.7,2000,6,9
2000-06-10,TAVG,GHCND:USW00094728,83,8.3,2000,6,10
2000-06-11,TAVG,GHCND:USW00094728,82,8.2,2000,6,11
2000-06-12,TAVG,GHCND:USW00094728,64,6.4,2000,6,12
2000-06-13,TAVG,GHCND:USW00094728,58,5.8,2000,6,13
2000-06-14,TAVG,GHCND:USW00094728,57,5.7,2000,6,14
2000-06-15,TAVG,GHCND:USW00094728,66,6.6,2000,6,15
2000-06-16,TAVG,GHCND:USW00094728,77,7.7,2000,6,16
2000-06-17,TAVG,GHCND:USW00094728,80,8.0,2000,6,17
2000-06-18,TAVG,GHCND:USW00094728,68,6.8,2000,6,18
2000-06-19,TAVG,GHCND:USW00094728,68,6.8,2000,6,19
2000-06-20,TAVG,GHCND:USW00094728,73,7.3,2000,6,20
2000-06-21,TAVG,GHCND:USW00094728,74,7.4,2000,6,21
2000-06-22,TAVG,GHCND:USW00094728,77,7.7,2000,6,22
2000-06-23,TAVG,GHCND:USW00094728,76,7.6,2000,6,23
2000-06-24,TAVG,GHCND:USW00094728,75,7.5,2000,6,24
2000-06-25,TAVG,GHCND:USW00094728,79,7.9,2000,6,25
2000-06-26,TAVG,GHCND:USW00094728,81,8.1,2000,6,26
2000-06-27,TAVG,GHCND:USW00094728,79,7.9,2000,6,27
2000-06-28,TAVG,GHCND:USW00094728,74,7.4,2000,6,28
2000-06-29,TAVG,GHCND:USW00094728,70,7.0,2000,6,29
2000-06-30,TAVG,GHCND:USW00094728,71,7.1,2000,6,30
2000-07-01,TAVG,GHCND:USW00094728,74,7.4,2000,7,1
2000-07-02,TAVG,GHCND:USW00094728,77,7.7,2000,7,2
2000-07-03,TAVG,GHCND:USW00094728,77,7.7,2000,7,3
2000-07-04,TAVG,GHCND:USW00094728,77,7.7,2000,7,4
2000-07-05,TAVG,GHCND:USW00094728,78,7.8,2000,7,5
2000-07-06,TAVG,GHCND:USW00094728,72,7.2,2000,7,6
2000-07-07,TAVG,GHCND:USW00094728,71,7.1,2000,7,7
2000-07-08,TAVG,GHCND:USW00094728,69,6.9,2000,7,8
2000-07-09,TAVG,GHCND:USW00094728,74,7.4,2000,7,9
2000-07-10,TAVG,GHCND:USW00094728,80,8.0,2000,7,10
2000-07-11,TAVG,GHCND:USW00094728,76,7.6,2000,7,11
2000-07-12,TAVG,GHCND:USW00094728,75,7.5,2000,7,12
2000-07-13,TAVG,GHCND:USW00094728,76,7.6,2000,7,13
2000-07-14,TAVG,GHCND:USW00094728,72,7.2,2000,7,14
2000-07-15,TAVG,GHCND:USW00094728,69,6.9,2000,7,15
2000-07-16,TAVG,GHCND:USW00094728,72,7.2,2000,7,16
2000-07-17,TAVG,GHCND:USW00094728,74,7.4,2000,7,17
2000-07-18,TAVG,GHCND:USW00094728,78,7.8,2000,7,18
2000-07-19,TAVG,GHCND:USW00094728,65,6.5,2000,7,19
2000-07-20,TAVG,GHCND:USW00094728,70,7.0,2000,7,20
2000-07-21,TAVG,GHCND:USW00094728,72,7.2,2000,7,21
2000-07-22,TAVG,GHCND:USW00094728,72,7.2,2000,7,22
2000-07-23,TAVG,GHCND:USW00094728,71,7.1,2000,7,23
2000-07-24,TAVG,GHCND:USW00094728,73,7.3,2000,7,24
2000-07-25,TAVG,GHCND:USW00094728,70,7.0,2000,7,25
2000-07-26,TAVG,GHCND:USW00094728,66,6.6,2000,7,26
2000-07-27,TAVG,GHCND:USW00094728,67,6.7,2000,7,27
2000-07-28,TAVG,GHCND:USW00094728,70,7.0,2000,7,28
2000-07-29,TAVG,GHCND:USW00094728,70,7.0,2000,7,29
2000-07-30,TAVG,GHCND:USW00094728,71,7.1,2000,7,30
2000-07-31,TAVG,GHCND:USW00094728,71,7.1,2000,7,31
2000-08-01,TAVG,GHCND:USW00094728,71,7.1,2000,8,1
2000-08-02,TAVG,GHCND:USW00094728,78,7.8,2000,8,2
2000-08-03,TAVG,GHCND:USW00094728,75,7.5,2000,8,3
2000-08-04,TAVG,GHCND:USW00094728,75,7.5,2000,8,4
2000-08-05,TAVG,GHCND:USW00094728,73,7.3,2000,8,5
2000-08-06,TAVG,GHCND:USW00094728,72,7.2,2000,8,6
2000-08-07,TAVG,GHCND:USW00094728,82,8.2,2000,8,7
2000-08-08,TAVG,GHCND:USW00094728,82,8.2,2000,8,8
2000-08-11,TAVG,GHCND:USW00094728,73,7.3,2000,8,11
2000-08-12,TAVG,GHCND:USW00094728,68,6.8,2000,8,12
2000-08-13,TAVG,GHCND:USW00094728,68,6.8,2000,8,13
2000-08-14,TAVG,GHCND:USW00094728,66,6.6,2000,8,14
2000-08-15,TAVG,GHCND:USW00094728,72,7.2,2000,8,15
2000-08-16,TAVG,GHCND:USW00094728,76,7.6,2000,8,16
2000-08-17,TAVG,GHCND:USW00094728,69,6.9,2000,8,17
2000-08-18,TAVG,GHCND:USW00094728,65,6.5,2000,8,18
2000-08-19,TAVG,GHCND:USW00094728,68,6.8,2000,8,19
2000-08-20,TAVG,GHCND:USW00094728,66,6.6,2000,8,20
2000-08-21,TAVG,GHCND:USW00094728,66,6.6,2000,8,21
2000-08-22,TAVG,GHCND:USW00094728,69,6.9,2000,8,22
2000-08-23,TAVG,GHCND:USW00094728,69,6.9,2000,8,23
2000-08-24,TAVG,GHCND:USW00094728,74,7.4,2000,8,24
2000-08-25,TAVG,GHCND:USW00094728,73,7.3,2000,8,25
2000-08-26,TAVG,GHCND:USW00094728,74,7.4,2000,8,26
2000-08-27,TAVG,GHCND:USW00094728,75,7.5,2000,8,27
2000-08-28,TAVG,GHCND:USW00094728,73,7.3,2000,8,28
2000-08-29,TAVG,GHCND:USW00094728,72,7.2,2000,8,29
2000-08-30,TAVG,GHCND:USW00094728,72,7.2,2000,8,30
2000-08-31,TAVG,GHCND:USW00094728,78,7.8,2000,8,31
2000-09-01,TAVG,GHCND:USW00094728,79,7.9,2000,9,1
2000-09-02,TAVG,GHCND:USW00094728,79,7.9,2000,9,2
2000-09-03,TAVG,GHCND:USW00094728,79,7.9,2000,9,3
2000-09-04,TAVG,GHCND:USW00094728,71,7.1,2000,9,4
2000-09-05,TAVG,GHCND:USW00094728,60,6.0,2000,9,5
2000-09-06,TAVG,GHCND:USW00094728,61,6.1,2000,9,6
2000-09-07,TAVG,GHCND:USW00094728,63,6.3,2000,9,7
2000-09-08,TAVG,GHCND:USW00094728,67,6.7,2000,9,8
2000-09-09,TAVG,GHCND:USW00094728,75,7.5,2000,9,9
2000-09-10,TAVG,GHCND:USW00094728,74,7.4,2000,9,10
2000-09-11,TAVG,GHCND:USW00094728,72,7.2,2000,9,11
2000-09-12,TAVG,GHCND:USW00094728,76,7.6,2000,9,12
2000-09-13,TAVG,GHCND:USW00094728,73,7.3,2000,9,13
2000-09-14,TAVG,GHCND:USW00094728,69,6.9,2000,9,14
2000-09-15,TAVG,GHCND:USW00094728,66,6.6,2000,9,15
2000-09-16,TAVG,GHCND:USW00094728,60,6.0,2000,9,16
2000-09-17,TAVG,GHCND:USW00094728,61,6.1,2000,9,17
2000-09-18,TAVG,GHCND:USW00094728,67,6.7,2000,9,18
2000-09-19,TAVG,GHCND:USW00094728,67,6.7,2000,9,19
2000-09-20,TAVG,GHCND:USW00094728,73,7.3,2000,9,20
2000-09-21,TAVG,GHCND:USW00094728,68,6.8,2000,9,21
2000-09-22,TAVG,GHCND:USW00094728,62,6.2,2000,9,22
2000-09-23,TAVG,GHCND:USW00094728,64,6.4,2000,9,23
2000-09-24,TAVG,GHCND:USW00094728,67,6.7,2000,9,24
2000-09-25,TAVG,GHCND:USW00094728,57,5.7,2000,9,25
2000-09-26,TAVG,GHCND:USW00094728,52,5.2,2000,9,26
2000-09-27,TAVG,GHCND:USW00094728,58,5.8,2000,9,27
2000-09-28,TAVG,GHCND:USW00094728,58,5.8,2000,9,28
2000-09-29,TAVG,GHCND:USW00094728,51,5.1,2000,9,29
2000-09-30,TAVG,GHCND:USW00094728,57,5.7,2000,9,30
2000-10-01,TAVG,GHCND:USW00094728,61,6.1,2000,10,1
2000-10-02,TAVG,GHCND:USW00094728,62,6.2,2000,10,2
2000-10-03,TAVG,GHCND:USW00094728,70,7.0,2000,10,3
2000-10-04,TAVG,GHCND:USW00094728,65,6.5,2000,10,4
2000-10-05,TAVG,GHCND:USW00094728,61,6.1,2000,10,5
2000-10-06,TAVG,GHCND:USW00094728,64,6.4,2000,10,6
2000-10-07,TAVG,GHCND:USW00094728,54,5.4,2000,10,7
2000-10-08,TAVG,GHCND:USW00094728,48,4.8,2000,10,8
2000-10-09,TAVG,GHCND:USW00094728,44,4.4,2000,10,9
2000-10-10,TAVG,GHCND:USW00094728,43,4.3,2000,10,10
2000-10-11,TAVG,GHCND:USW00094728,57,5.7,2000,10,11
2000-10-12,TAVG,GHCND:USW00094728,60,6.0,2000,10,12
2000-10-13,TAVG,GHCND:USW00094728,63,6.3,2000,10,13
2000-10-14,TAVG,GHCND:USW00094728,68,6.8,2000,10,14
2000-10-15,TAVG,GHCND:USW00094728,69,6.9,2000,10,15
2000-10-16,TAVG,GHCND:USW00094728,58,5.8,2000,10,16
2000-10-17,TAVG,GHCND:USW00094728,54,5.4,2000,10,17
2000-10-18,TAVG,GHCND:USW00094728,56,5.6,2000,10,18
2000-10-19,TAVG,GHCND:USW00094728,57,5.7,2000,10,19
2000-10-20,TAVG,GHCND:USW00094728,56,5.6,2000,10,20
2000-10-21,TAVG,GHCND:USW00094728,63,6.3,2000,10,21
2000-10-22,TAVG,GHCND:USW00094728,56,5.6,2000,10,22
2000-10-23,TAVG,GHCND:USW00094728,51,5.1,2000,10,23
2000-10-24,TAVG,GHCND:USW00094728,58,5.8,2000,10,24
2000-10-25,TAVG,GHCND:USW00094728,63,6.3,2000,10,25
2000-10-26,TAVG,GHCND:USW00094728,63,6.3,2000,10,26
2000-10-27,TAVG,GHCND:USW00094728,61,6.1,2000,10,27
2000-10-28,TAVG,GHCND:USW00094728,52,5.2,2000,10,28
2000-10-29,TAVG,GHCND:USW00094728,41,4.1,2000,10,29
2000-10-30,TAVG,GHCND:USW00094728,43,4.3,2000,10,30
2000-10-31,TAVG,GHCND:USW00094728,50,5.0,2000,10,31
2000-11-01,TAVG,GHCND:USW00094728,50,5.0,2000,11,1
2000-11-02,TAVG,GHCND:USW00094728,54,5.4,2000,11,2
2000-11-03,TAVG,GHCND:USW00094728,56,5.6,2000,11,3
2000-11-04,TAVG,GHCND:USW00094728,59,5.9,2000,11,4
2000-11-05,TAVG,GHCND:USW00094728,49,4.9,2000,11,5
2000-11-06,TAVG,GHCND:USW00094728,49,4.9,2000,11,6
2000-11-07,TAVG,GHCND:USW00094728,48,4.8,2000,11,7
2000-11-08,TAVG,GHCND:USW00094728,52,5.2,2000,11,8
2000-11-09,TAVG,GHCND:USW00094728,55,5.5,2000,11,9
2000-11-10,TAVG,GHCND:USW00094728,57,5.7,2000,11,10
2000-11-11,TAVG,GHCND:USW00094728,53,5.3,2000,11,11
2000-11-12,TAVG,GHCND:USW00094728,48,4.8,2000,11,12
2000-11-13,TAVG,GHCND:USW00094728,48,4.8,2000,11,13
2000-11-14,TAVG,GHCND:USW00094728,47,4.7,2000,11,14
2000-11-15,TAVG,GHCND:USW00094728,42,4.2,2000,11,15
2000-11-16,TAVG,GHCND:USW00094728,43,4.3,2000,11,16
2000-11-17,TAVG,GHCND:USW00094728,47,4.7,2000,11,17
2000-11-18,TAVG,GHCND:USW00094728,41,4.1,2000,11,18
2000-11-19,TAVG,GHCND:USW00094728,38,3.8,2000,11,19
2000-11-20,TAVG,GHCND:USW00094728,38,3.8,2000,11,20
2000-11-21,TAVG,GHCND:USW00094728,35,3.5,2000,11,21
2000-11-22,TAVG,GHCND:USW00094728,31,3.1,2000,11,22
2000-11-23,TAVG,GHCND:USW00094728,31,3.1,2000,11,23
2000-11-24,TAVG,GHCND:USW00094728,30,3.0,2000,11,24
2000-11-25,TAVG,GHCND:USW00094728,36,3.6,2000,11,25
2000-11-26,TAVG,GHCND:USW00094728,47,4.7,2000,11,26
2000-11-27,TAVG,GHCND:USW00094728,49,4.9,2000,11,27
2000-11-28,TAVG,GHCND:USW00094728,47,4.7,2000,11,28
2000-11-29,TAVG,GHCND:USW00094728,44,4.4,2000,11,29
2000-11-30,TAVG,GHCND:USW00094728,40,4.0,2000,11,30
2000-12-01,TAVG,GHCND:USW00094728,36,3.6,2000,12,1
2000-12-02,TAVG,GHCND:USW00094728,31,3.1,2000,12,2
2000-12-03,TAVG,GHCND:USW00094728,29,2.9,2000,12,3
2000-12-04,TAVG,GHCND:USW00094728,35,3.5,2000,12,4
2000-12-05,TAVG,GHCND:USW00094728,39,3.9,2000,12,5
2000-12-06,TAVG,GHCND:USW00094728,29,2.9,2000,12,6
2000-12-07,TAVG,GHCND:USW00094728,32,3.2,2000,12,7
2000-12-08,TAVG,GHCND:USW00094728,30,3.0,2000,12,8
2000-12-09,TAVG,GHCND:USW00094728,32,3.2,2000,12,9
2000-12-10,TAVG,GHCND:USW00094728,35,3.5,2000,12,10
2000-12-11,TAVG,GHCND:USW00094728,40,4.0,2000,12,11
2000-12-12,TAVG,GHCND:USW00094728,39,3.9,2000,12,12
2000-12-13,TAVG,GHCND:USW00094728,26,2.6,2000,12,13
2000-12-14,TAVG,GHCND:USW00094728,40,4.0,2000,12,14
2000-12-15,TAVG,GHCND:USW00094728,36,3.6,2000,12,15
2000-12-16,TAVG,GHCND:USW00094728,45,4.5,2000,12,16
2000-12-17,TAVG,GHCND:USW00094728,47,4.7,2000,12,17
2000-12-19,TAVG,GHCND:USW00094728,35,3.5,2000,12,19
2000-12-20,TAVG,GHCND:USW00094728,31,3.1,2000,12,20
2000-12-21,TAVG,GHCND:USW00094728,28,2.8,2000,12,21
2000-12-22,TAVG,GHCND:USW00094728,25,2.5,2000,12,22
2000-12-23,TAVG,GHCND:USW00094728,22,2.2,2000,12,23
2000-12-24,TAVG,GHCND:USW00094728,27,2.7,2000,12,24
2000-12-25,TAVG,GHCND:USW00094728,21,2.1,2000,12,25
2000-12-26,TAVG,GHCND:USW00094728,22,2.2,2000,12,26
2000-12-27,TAVG,GHCND:USW00094728,27,2.7,2000,12,27
2000-12-28,TAVG,GHCND:USW00094728,23,2.3,2000,12,28
2000-12-29,TAVG,GHCND:USW00094728,24,2.4,2000,12,29
2000-12-30,TAVG,GHCND:USW00094728,28,2.8,2000,12,30
2000-12-31,TAVG,GHCND:USW00094728,28,2.8,2000,12,31
2001-01-01,TAVG,GHCND:USW00094728,28,2.8,2001,1,1
2001-01-02,TAVG,GHCND:USW00094728,23,2.3,2001,1,2
2001-01-03,TAVG,GHCND:USW00094728,25,2.5,2001,1,3
2001-01-04,TAVG,GHCND:USW00094728,30,3.0,2001,1,4
2001-01-05,TAVG,GHCND:USW00094728,29,2.9,2001,1,5
2001-01-06,TAVG,GHCND:USW00094728,35,3.5,2001,1,6
2001-01-07,TAVG,GHCND:USW00094728,36,3.6,2001,1,7
2001-01-08,TAVG,GHCND:USW00094728,37,3.7,2001,1,8
2001-01-09,TAVG,GHCND:USW00094728,30,3.0,2001,1,9
2001-01-10,TAVG,GHCND:USW00094728,28,2.8,2001,1,10
2001-01-11,TAVG,GHCND:USW00094728,38,3.8,2001,1,11
2001-01-12,TAVG,GHCND:USW00094728,36,3.6,2001,1,12
2001-01-13,TAVG,GHCND:USW00094728,35,3.5,2001,1,13
2001-01-14,TAVG,GHCND:USW00094728,39,3.9,2001,1,14
2001-01-15,TAVG,GHCND:USW00094728,38,3.8,2001,1,15
2001-01-16,TAVG,GHCND:USW00094728,41,4.1,2001,1,16
2001-01-17,TAVG,GHCND:USW00094728,39,3.9,2001,1,17
2001-01-18,TAVG,GHCND:USW00094728,35,3.5,2001,1,18
2001-01-19,TAVG,GHCND:USW00094728,37,3.7,2001,1,19
2001-01-20,TAVG,GHCND:USW00094728,34,3.4,2001,1,20
2001-01-21,TAVG,GHCND:USW00094728,28,2.8,2001,1,21
2001-01-22,TAVG,GHCND:USW00094728,29,2.9,2001,1,22
2001-01-23,TAVG,GHCND:USW00094728,32,3.2,2001,1,23
2001-01-24,TAVG,GHCND:USW00094728,37,3.7,2001,1,24
2001-01-25,TAVG,GHCND:USW00094728,32,3.2,2001,1,25
2001-01-26,TAVG,GHCND:USW00094728,29,2.9,2001,1,26
2001-01-27,TAVG,GHCND:USW00094728,35,3.5,2001,1,27
2001-01-28,TAVG,GHCND:USW00094728,33,3.3,2001,1,28
2001-01-29,TAVG,GHCND:USW00094728,32,3.2,2001,1,29
2001-01-30,TAVG,GHCND:USW00094728,45,4.5,2001,1,30
2001-01-31,TAVG,GHCND:USW00094728,45,4.5,2001,1,31
2001-02-01,TAVG,GHCND:USW00094728,44,4.4,2001,2,1
2001-02-02,TAVG,GHCND:USW00094728,36,3.6,2001,2,2
2001-02-03,TAVG,GHCND:USW00094728,30,3.0,2001,2,3
2001-02-04,TAVG,GHCND:USW00094728,31,3.1,2001,2,4
2001-02-05,TAVG,GHCND:USW00094728,34,3.4,2001,2,5
2001-02-06,TAVG,GHCND:USW00094728,41,4.1,2001,2,6
2001-02-07,TAVG,GHCND:USW00094728,39,3.9,2001,2,7
2001-02-08,TAVG,GHCND:USW00094728,37,3.7,2001,2,8
2001-02-09,TAVG,GHCND:USW00094728,47,4.7,2001,2,9
2001-02-10,TAVG,GHCND:USW00094728,44,4.4,2001,2,10
2001-02-11,TAVG,GHCND:USW00094728,26,2.6,2001,2,11
2001-02-12,TAVG,GHCND:USW00094728,26,2.6,2001,2,12
2001-02-13,TAVG,GHCND:USW00094728,41,4.1,2001,2,13
2001-02-14,TAVG,GHCND:USW00094728,42,4.2,2001,2,14
2001-02-15,TAVG,GHCND:USW00094728,43,4.3,2001,2,15
2001-02-16,TAVG,GHCND:USW00094728,37,3.7,2001,2,16
2001-02-17,TAVG,GHCND:USW00094728,30,3.0,2001,2,17
2001-02-18,TAVG,GHCND:USW00094728,25,2.5,2001,2,18
2001-02-19,TAVG,GHCND:USW00094728,35,3.5,2001,2,19
2001-02-20,TAVG,GHCND:USW00094728,47,4.7,2001,2,20
2001-02-21,TAVG,GHCND:USW00094728,36,3.6,2001,2,21
2001-02-22,TAVG,GHCND:USW00094728,21,2.1,2001,2,22
2001-02-23,TAVG,GHCND:USW00094728,31,3.1,2001,2,23
2001-02-24,TAVG,GHCND:USW00094728,30,3.0,2001,2,24
2001-02-25,TAVG,GHCND:USW00094728,43,4.3,2001,2,25
2001-02-26,TAVG,GHCND:USW00094728,44,4.4,2001,2,26
2001-02-27,TAVG,GHCND:USW00094728,40,4.0,2001,2,27
2001-02-28,TAVG,GHCND:USW00094728,31,3.1,2001,2,28
2001-03-01,TAVG,GHCND:USW00094728,31,3.1,2001,3,1
2001-03-02,TAVG,GHCND:USW00094728,37,3.7,2001,3,2
2001-03-03,TAVG,GHCND:USW00094728,42,4.2,2001,3,3
2001-03-04,TAVG,GHCND:USW00094728,33,3.3,2001,3,4
2001-03-05,TAVG,GHCND:USW00094728,30,3.0,2001,3,5
2001-03-06,TAVG,GHCND:USW00094728,30,3.0,2001,3,6
2001-03-07,TAVG,GHCND:USW00094728,38,3.8,2001,3,7
2001-03-08,TAVG,GHCND:USW00094728,36,3.6,2001,3,8
2001-03-09,TAVG,GHCND:USW00094728,38,3.8,2001,3,9
2001-03-10,TAVG,GHCND:USW00094728,40,4.0,2001,3,10
2001-03-11,TAVG,GHCND:USW00094728,44,4.4,2001,3,11
2001-03-12,TAVG,GHCND:USW00094728,39,3.9,2001,3,12
2001-03-13,TAVG,GHCND:USW00094728,41,4.1,2001,3,13
2001-03-14,TAVG,GHCND:USW00094728,45,4.5,2001,3,14
2001-03-15,TAVG,GHCND:USW00094728,47,4.7,2001,3,15
2001-03-16,TAVG,GHCND:USW00094728,49,4.9,2001,3,16
2001-03-17,TAVG,GHCND:USW00094728,42,4.2,2001,3,17
2001-03-18,TAVG,GHCND:USW00094728,41,4.1,2001,3,18
2001-03-19,TAVG,GHCND:USW00094728,44,4.4,2001,3,19
2001-03-20,TAVG,GHCND:USW00094728,47,4.7,2001,3,20
2001-03-21,TAVG,GHCND:USW00094728,42,4.2,2001,3,21
2001-03-24,TAVG,GHCND:USW00094728,43,4.3,2001,3,24
2001-03-25,TAVG,GHCND:USW00094728,37,3.7,2001,3,25
2001-03-26,TAVG,GHCND:USW00094728,32,3.2,2001,3,26
2001-03-27,TAVG,GHCND:USW00094728,33,3.3,2001,3,27
2001-03-28,TAVG,GHCND:USW00094728,40,4.0,2001,3,28
2001-03-29,TAVG,GHCND:USW00094728,41,4.1,2001,3,29
2001-03-30,TAVG,GHCND:USW00094728,40,4.0,2001,3,30
2001-03-31,TAVG,GHCND:USW00094728,43,4.3,2001,3,31
2001-04-01,TAVG,GHCND:USW00094728,41,4.1,2001,4,1
2001-04-02,TAVG,GHCND:USW00094728,43,4.3,2001,4,2
2001-04-03,TAVG,GHCND:USW00094728,46,4.6,2001,4,3
2001-04-04,TAVG,GHCND:USW00094728,78,7.8,2001,4,4
2001-04-05,TAVG,GHCND:USW00094728,53,5.3,2001,4,5
2001-04-06,TAVG,GHCND:USW00094728,51,5.1,2001,4,6
2001-04-07,TAVG,GHCND:USW00094728,49,4.9,2001,4,7
2001-04-08,TAVG,GHCND:USW00094728,43,4.3,2001,4,8
2001-04-09,TAVG,GHCND:USW00094728,62,6.2,2001,4,9
2001-04-10,TAVG,GHCND:USW00094728,55,5.5,2001,4,10
2001-04-11,TAVG,GHCND:USW00094728,49,4.9,2001,4,11
2001-04-12,TAVG,GHCND:USW00094728,51,5.1,2001,4,12
2001-04-13,TAVG,GHCND:USW00094728,62,6.2,2001,4,13
2001-04-14,TAVG,GHCND:USW00094728,57,5.7,2001,4,14
2001-04-15,TAVG,GHCND:USW00094728,58,5.8,2001,4,15
2001-04-16,TAVG,GHCND:USW00094728,54,5.4,2001,4,16
2001-04-17,TAVG,GHCND:USW00094728,48,4.8,2001,4,17
2001-04-18,TAVG,GHCND:USW00094728,46,4.6,2001,4,18
2001-04-19,TAVG,GHCND:USW00094728,45,4.5,2001,4,19
2001-04-20,TAVG,GHCND:USW00094728,55,5.5,2001,4,20
2001-04-21,TAVG,GHCND:USW00094728,60,6.0,2001,4,21
2001-04-22,TAVG,GHCND:USW00094728,70,7.0,2001,4,22
2001-04-23,TAVG,GHCND:USW00094728,70,7.0,2001,4,23
2001-04-24,TAVG,GHCND:USW00094728,70,7.0,2001,4,24
2001-04-25,TAVG,GHCND:USW00094728,51,5.1,2001,4,25
2001-04-26,TAVG,GHCND:USW00094728,55,5.5,2001,4,26
2001-04-27,TAVG,GHCND:USW00094728,59,5.9,2001,4,27
2001-04-28,TAVG,GHCND:USW00094728,57,5.7,2001,4,28
2001-04-29,TAVG,GHCND:USW00094728,55,5.5,2001,4,29
2001-04-30,TAVG,GHCND:USW00094728,64,6.4,2001,4,30
2001-05-01,TAVG,GHCND:USW00094728,75,7.5,2001,5,1
2001-05-02,TAVG,GHCND:USW00094728,78,7.8,2001,5,2
2001-05-03,TAVG,GHCND:USW00094728,79,7.9,2001,5,3
2001-05-04,TAVG,GHCND:USW00094728,82,8.2,2001,5,4
2001-05-05,TAVG,GHCND:USW00094728,70,7.0,2001,5,5
2001-05-06,TAVG,GHCND:USW00094728,57,5.7,2001,5,6
2001-05-07,TAVG,GHCND:USW00094728,53,5.3,2001,5,7
2001-05-08,TAVG,GHCND:USW00094728,57,5.7,2001,5,8
2001-05-09,TAVG,GHCND:USW00094728,64,6.4,2001,5,9
2001-05-10,TAVG,GHCND:USW00094728,71,7.1,2001,5,10
2001-05-11,TAVG,GHCND:USW00094728,75,7.5,2001,5,11
2001-05-12,TAVG,GHCND:USW00094728,72,7.2,2001,5,12
2001-05-13,TAVG,GHCND:USW00094728,62,6.2,2001,5,13
2001-05-14,TAVG,GHCND:USW00094728,60,6.0,2001,5,14
2001-05-15,TAVG,GHCND:USW00094728,62,6.2,2001,5,15
2001-05-16,TAVG,GHCND:USW00094728,58,5.8,2001,5,16
2001-05-17,TAVG,GHCND:USW00094728,58,5.8,2001,5,17
2001-05-18,TAVG,GHCND:USW00094728,57,5.7,2001,5,18
2001-05-19,TAVG,GHCND:USW00094728,70,7.0,2001,5,19
2001-05-20,TAVG,GHCND:USW00094728,59,5.9,2001,5,20
2001-05-21,TAVG,GHCND:USW00094728,55,5.5,2001,5,21
2001-05-22,TAVG,GHCND:USW00094728,57,5.7,2001,5,22
2001-05-23,TAVG,GHCND:USW00094728,58,5.8,2001,5,23
2001-05-24,TAVG,GHCND:USW00094728,61,6.1,2001,5,24
2001-05-25,TAVG,GHCND:USW00094728,55,5.5,2001,5,25
2001-05-26,TAVG,GHCND:USW00094728,59,5.9,2001,5,26
2001-05-27,TAVG,GHCND:USW00094728,64,6.4,2001,5,27
2001-05-28,TAVG,GHCND:USW00094728,65,6.5,2001,5,28
2001-05-29,TAVG,GHCND:USW00094728,67,6.7,2001,5,29
2001-05-30,TAVG,GHCND:USW00094728,60,6.0,2001,5,30
2001-05-31,TAVG,GHCND:USW00094728,60,6.0,2001,5,31
2001-06-01,TAVG,GHCND:USW00094728,59,5.9,2001,6,1
2001-06-02,TAVG,GHCND:USW00094728,65,6.5,2001,6,2
2001-06-03,TAVG,GHCND:USW00094728,67,6.7,2001,6,3
2001-06-04,TAVG,GHCND:USW00094728,65,6.5,2001,6,4
2001-06-05,TAVG,GHCND:USW00094728,68,6.8,2001,6,5
2001-06-06,TAVG,GHCND:USW00094728,70,7.0,2001,6,6
2001-06-07,TAVG,GHCND:USW00094728,69,6.9,2001,6,7
2001-06-08,TAVG,GHCND:USW00094728,71,7.1,2001,6,8
2001-06-09,TAVG,GHCND:USW00094728,71,7.1,2001,6,9
2001-06-10,TAVG,GHCND:USW00094728,71,7.1,2001,6,10
2001-06-11,TAVG,GHCND:USW00094728,73,7.3,2001,6,11
2001-06-12,TAVG,GHCND:USW00094728,74,7.4,2001,6,12
2001-06-13,TAVG,GHCND:USW00094728,74,7.4,2001,6,13
2001-06-14,TAVG,GHCND:USW00094728,76,7.6,2001,6,14
2001-06-15,TAVG,GHCND:USW00094728,77,7.7,2001,6,15
2001-06-17,TAVG,GHCND:USW00094728,71,7.1,2001,6,17
2001-06-18,TAVG,GHCND:USW00094728,76,7.6,2001,6,18
2001-06-19,TAVG,GHCND:USW00094728,78,7.8,2001,6,19
2001-06-20,TAVG,GHCND:USW00094728,79,7.9,2001,6,20
2001-06-21,TAVG,GHCND:USW00094728,70,7.0,2001,6,21
